"","GSM3359632","GSM3359633","GSM3359634","GSM3359635","GSM3359636","GSM3359637","GSM3359638","GSM3359639","GSM3359640","GSM3359641","GSM3359642","GSM3359643"
"MS4A3",4.58606522098248,5.29742264710767,4.81131242965153,4.45146844231972,4.7534022526954,3.71411835424292,4.73888080037087,4.11291887724653,2.68184744795265,1.99882478252152,6.08235562377563,3.60612496020145
"HGD",3.8088439736559,3.71090447591782,3.45278959483118,3.49204630963145,4.40744940627522,4.57295773943999,3.73909633018832,4.51286212500278,4.14587401498445,3.46314081472497,3.31696753024985,4.29943546851233
"KCNJ15",7.37470140096641,7.94797103442809,9.24384717153354,8.20347000953791,8.24378782252343,8.38064080321664,7.76281035254152,9.39581937301884,8.832695460548,8.23721372501404,6.13654799803262,8.9630796522245
"MARCHF1",6.26440763527112,6.97189030278047,5.51741233479631,7.32589016984149,6.77183822059546,5.66167729259259,5.80959623139427,6.96371722703612,6.64142339380585,5.16518752198812,8.02060288920866,7.12785058273627
"ZCCHC4",2.47089002700109,2.58111447571785,2.2152037945167,2.6825085959182,2.30210536729565,2.58714952408533,1.89830020484635,2.35843156817053,2.02829545092804,2.06809623453997,1.92731569190147,2.83658144714071
"ZNF599",1.81440160084073,1.75360288969256,1.76146922917062,1.73929256312285,1.76983357044217,1.86884181817694,1.90797676858512,1.75201188256239,1.8812759075811,1.82794929526328,1.56020017144735,1.84522217020763
"SPINK2",2.73227866430713,2.48241736075742,2.64033259659993,2.37212545717185,2.51155867275461,2.46928604470137,2.2449049853251,2.27798085115982,2.93684585789569,2.19917694650744,2.56142187954577,1.90508838426006
"ADAMTSL1",2.38859079039018,2.15919397257433,2.31194490217901,2.01559391226691,2.16111329213573,2.26322405642366,2.31403773737444,2.1946379394076,2.69543519343431,2.47491827107543,2.28268772177013,2.11030280564045
"TERF1",4.10659955055058,4.92600717719822,3.94249494326921,4.7806852021787,4.40097506311924,4.14274518544021,3.54271877763823,4.00777055640353,3.40092706150448,3.24902278582146,3.18785457406134,4.38257983186422
"WNT11",2.70411231499742,2.42938407068951,2.78593328885951,2.49453751859602,2.52499223506014,2.56381242933219,2.83650612082637,2.58992358610365,2.81300444753576,2.82077195729912,3.00315134939881,2.25285217798884
"USP44",1.38481786883591,1.983082112017,1.51091967342549,1.51091967342549,1.64677171623035,1.8194032131455,1.95148194402353,1.57912403986407,1.38564088187744,1.38979469643827,1.6138712990523,1.68088131184447
"ATP12A",3.11375615894049,2.89905709357641,3.24249248303069,2.98214931102027,3.00591288439889,3.30197069691095,3.85942039699869,2.96923867966859,3.15411470166961,4.62246846280735,3.16744480307127,2.88885615873094
"IL3RA",4.73294700797989,4.60289697067935,4.41072374602845,4.35063738887968,3.53598399180621,3.9398999994189,4.23827689299816,4.54572794227942,4.76348197773582,3.09924277178346,4.28884179064474,4.260845706423
"C12orf50",1.53061403912741,1.5082453974323,1.54832441190348,1.22566318623888,1.3599192343006,1.49842858152018,1.65128085843434,1.60621689006428,1.83468670799811,1.64830238156267,1.5629401007733,1.73453434996042
"DCAF4L2",3.40762083532999,3.29148208532404,3.61864715057395,2.87149185303086,3.38214014081381,3.36038335349637,3.40712177430263,3.14786827896364,3.92465397796458,3.63901283840556,3.17749993418496,3.16826775599511
"CIDEC",3.18720768325178,3.08018494839979,3.52872143080799,2.65098952021088,2.93930956614796,3.02391156997731,3.31257298020484,2.98163530629088,3.55520331492172,3.36350526765016,2.97982274493293,3.01922859862117
"ALPI",2.86536769389956,2.83598999271739,3.10444438842207,2.21911210403997,2.80144907562751,2.8609486674023,2.79638081791208,2.90173720277173,3.07832660335254,2.75662177679021,2.97085160745942,2.62547015276892
"C14orf180",4.11450243930917,3.86493694751887,4.07205688664309,3.49136141859511,3.9617761552552,4.13395851777704,4.30494379439105,3.74259980467144,4.23596513546049,4.30736744113521,3.82423210460347,3.71298084016913
"NAT2",1.77330803065797,1.58640903571493,1.77587309143862,1.53253325522182,1.46260753339243,1.54884251103332,1.78987449817387,1.65478197355414,1.85491620426186,1.59051362176671,1.48034300683325,1.17321469657621
"XAGE2",3.08131449907189,2.89073028051424,3.24762949564944,2.8728668100965,2.93574989180169,3.11227923595031,3.11659078161597,2.98523312726228,3.20783194998739,3.35565431317192,2.95966447817754,2.66001189785786
"ITGAM",7.82746758742888,7.45044509010114,8.59603616700034,8.62560012664996,8.23587806015392,8.00853272217083,8.00343370165211,8.1551260533636,8.11458179687335,7.77673937186868,8.55548146543101,8.4815046796714
"PEX13",2.24951813662061,2.98860598693416,2.72524510171282,2.86036628971476,2.71291485801411,2.51520379009514,2.01196049118949,3.17315750599731,2.41089534475347,1.84855929205468,2.76829932564204,3.18949424885077
"BTNL8",5.95880755524082,6.06975509102114,5.77343178923847,5.4299897095356,6.13400099782671,6.06619868690292,4.34944916381515,3.32791998257713,4.52776844491718,4.5540951196361,3.59852508676407,5.03426296199848
"TRIM50",2.96686655499539,2.77376432636858,3.16458193922436,2.73703754988047,3.03879273865622,2.99958535538099,3.17080496591177,2.79961770258609,3.24033492905132,3.60154900912788,3.23168420539938,2.99095551444243
"H2BC1",1.60225543952516,1.32644837780832,1.87769955289265,1.24463099217509,1.41812077249683,1.74088328961592,2.6872169869217,1.64903105407777,1.48480845010926,2.31008482543046,1.72286797972535,1.76383294270807
"NPHP3",2.96991324350804,2.58976496353455,2.80706589329,2.96165060244499,2.84192460870743,3.2384596142644,2.79848743880359,2.68788954560126,2.60217228488046,2.70429281666092,2.58676971831305,2.79298637045393
"BRAF",4.08101060692824,3.83716539711424,4.38074280028284,3.14402732652158,4.01151415308431,4.27096008552599,3.49070512497778,4.28870147096132,4.09122396200757,3.95417162449222,4.06891146097804,3.86835439685185
"KIAA1549",2.08166677875407,2.01269866691126,2.06036599540951,1.84401710511093,1.99286774431263,2.01942743220561,2.13628657333887,1.86314998179156,1.84742948094377,2.37580080797318,2.1254110872357,2.02536343940847
"TRMT10B",3.49032800569698,3.59293765350435,3.26819909237843,3.71785015336151,3.4165918801475,3.20298867865325,3.15622782464414,3.2369573332691,2.93988716199748,2.93048218138757,3.41508706372594,3.39103936922331
"AUNIP",1.7802799233467,1.71259916558279,2.09811700178857,1.67861888924686,1.72088645505505,1.78549588578389,2.08628352388956,1.86140347659253,1.94120747052833,1.82462081498824,1.943186474393,1.79921443541924
"AP1S3",1.94479068937816,1.91981077543317,1.92462267914862,1.72903659991372,2.01714002828918,1.84865553182347,2.60269678050257,1.93866335210025,1.92462267914862,2.44743630582835,1.92462267914862,1.81127195197866
"HCN2",1.5772109661841,1.7528880566944,1.80674973363742,1.61405403987443,1.74098094148926,1.83397500854869,1.68984555538752,1.5882777132315,1.64050633943274,2.16745710779973,1.80771193316517,1.51522049425157
"CACNG1",3.16262327323448,3.19287046940828,3.0374366935462,2.74668325011802,2.88267877530487,2.92924372595017,2.83264687756397,2.75535558714633,3.50996653537991,3.46368834977752,3.06075384847753,2.6533470004913
"FAM3B",1.87821542506329,1.74173263043516,2.02269171889244,1.64710958656962,1.81294245786734,1.91001314978806,2.14823997267485,2.69986261487942,2.33367318224109,2.02612943728755,1.97301010545282,1.64662748387406
"TMOD1",5.40842621043793,5.36816375356119,6.75615452146092,3.49728506188638,4.93858485556123,5.66957607374233,4.44733739183834,5.8769256278517,6.11588892649126,4.09404000566211,4.24589835238215,5.40001073783916
"ICA1L",1.98704143565852,1.93802509769444,1.88336416219567,2.14756924071325,1.85916807448831,2.02421834290582,1.87711449120859,1.7681909438291,1.52242792089268,2.00862306189703,1.85776540417512,1.56585049303112
"GFOD3P",3.32689395926804,3.39709044116702,3.08319004082906,3.48500956780323,3.40081823856796,3.37061257216615,3.44377346690344,3.25101681937008,3.0666217479626,3.32192670196679,2.90271980183014,3.16803655763557
"ESYT3",2.87585686722061,2.92090162001837,3.06972835519862,2.56329167781034,2.69035172229214,3.00687371884796,3.00781436462498,2.4066179011534,3.33362325141546,3.36871611710659,2.81893240499153,2.71861640763525
"ZNF22-AS1",2.19021877657183,2.25020124613464,2.19947727250868,2.15715613911084,2.36294637396156,2.20566606624707,2.23737511851231,2.25778564790606,2.31089100651868,2.5753671648434,2.19180003750866,2.17295276389043
"CDX1",2.77401442546178,2.67942929216762,3.00622566073227,2.42160804232673,2.64000093668444,2.80855483999374,3.29383785091486,2.73306754864406,3.28685368743298,3.34135157759751,3.10538410080606,2.71310153059938
"BAK1",3.80628315306112,4.12272033452408,4.43758203091633,4.2912177612963,4.05468546469789,3.51099372085242,4.4970701412527,5.14215187724866,4.68969580877468,4.26295084946676,4.83651395584061,5.13405590929544
"CERS4",3.38561386802408,3.07448910722873,2.76312436913837,3.31894759014126,2.84613075345895,2.88751166696757,2.57559102796229,2.19516355005265,2.41803401311901,2.3200781526183,2.29903641516853,2.68182035951571
"GPR52",2.7399589846385,2.28318404208801,2.62250909180659,2.40852799189566,2.56169077548608,2.83859715826948,2.74345886945291,2.64556751903337,2.59879190448076,2.80876844592637,2.57165776798643,2.26722147972846
"CH25H",1.47678449615645,1.5094197105356,1.68392525733351,1.58067663257,1.47990177752391,1.4311715090899,2.32215432315367,1.78878829318483,2.05477712664817,2.99052914331719,2.45988701180118,1.60562828894384
"CHST9",2.04444696222997,1.73098150652625,2.04314528936604,1.73582759350606,2.09479968784019,1.8248416346582,1.8476402623653,1.75459446031256,2.17763282590741,2.46730246222753,1.79944934787028,1.94604361229763
"CPT1B",3.54443997178628,3.05966824343747,3.38967008762195,4.14814583287316,2.86293216969256,3.90337508046162,3.1924097127038,4.38449195171589,4.2324316468241,3.713085939944,3.32289214848165,4.36513390454997
"TBX5",2.10879874441666,1.94868960765691,2.287710043655,1.94886790173673,1.95031249456758,2.12621351924475,1.91015607875344,1.80315830915812,2.11986139285764,2.19046921919831,2.08617053691662,1.68535672638561
"N4BP2L1",5.17791885082296,5.49076207264964,5.03771482338152,5.65753682080226,5.36142440790945,5.12491632128591,3.95618025426284,5.71079879974061,5.20809598740079,3.94328357667854,5.76189253057082,5.52445181781168
"JSRP1",4.42088335281053,4.69930333099491,4.81297165037387,4.06739229244386,4.64834979095284,4.76528371770162,4.89292497823568,4.70663641558815,4.90269178020758,5.25859448135279,4.76161643347474,4.41933439186021
"LMNB1",5.07327218805873,5.24520174534935,5.90606259151353,6.18475344681348,5.51369909051202,5.69766991853955,4.8250652954647,6.0572903010082,5.14958490479288,4.10123224508665,4.64149861505251,5.61179948885491
"RGS7",2.67427156271266,2.34583491555769,2.68457641717324,1.83324961147467,2.48161509861199,2.62572135191305,2.68609348808055,2.11014773906841,2.82660673404503,3.06292341500619,2.65838066082583,2.43722445753191
"FANCD2",3.00173840270811,3.03303036447956,2.86566618600635,3.05439945430887,2.92235740192275,3.11041827750776,3.25545264978082,3.14084958303363,2.71628675462193,3.42368253153038,2.71271961335405,3.09705772475594
"ACRV1",1.87400673425511,1.90047863424394,2.03719381583034,1.32722074378937,1.79509601720094,1.89622379316536,1.93068145526953,1.53210564518351,2.099646448437,2.13625679459014,1.92192245410686,1.79803487555891
"MSS51",2.39486532277346,2.0982198611855,2.3643900156009,2.81843001163451,2.36855305624217,2.38388476477163,2.49211887914228,2.18760447038938,1.76103057506609,3.01752682653505,1.89472615586325,1.91188330669744
"TBX21",6.71181440139257,7.20271812564003,6.7492137301278,7.36635696753846,6.84706908349039,6.55285899560846,4.91932479197341,5.77696162256742,5.12523655318768,4.37440423109553,4.32714730914466,7.19063865005658
"ASB12",2.09073999589267,1.919527030876,2.00577495876526,1.89104746537721,1.85964057100893,2.06939699268738,2.02507296136315,1.89918563941212,2.30478230510289,2.01254607600203,1.64346982293816,1.78095750993299
"HSD17B13",1.7134755488726,1.52119633137506,1.70528736100335,1.69251767661723,1.67724322031162,1.853970974932,2.01048668717391,1.80936058092795,1.88948296822496,1.71579473953303,1.59288575660467,1.54155158868774
"RSPH6A",3.18803009823491,3.05730207271457,3.15904216723852,2.82646052455504,3.09982198395558,3.30197069691095,3.86507311083724,3.17294327530415,3.40330014996777,3.17900451071932,3.32500387722333,3.27840801542127
"GPR18",5.3996882467989,7.08963199132115,6.13964157474463,6.4058613637234,5.72762202697498,5.9767523846906,4.58216694466753,5.96265647173268,4.30074221828213,3.43286209347419,4.58352986043439,6.51514825861052
"NOB1",5.64394320783887,5.9771120795727,5.1482972549883,6.1821822161942,5.87080418863209,5.58454100127465,5.72976080496663,5.48819793060602,5.48506472568426,5.63188856626604,5.81157022491974,5.69396343942642
"DEFA4",3.76312176021923,4.3380131990846,5.6349972342326,3.12740972048233,4.21399178188589,3.22310305004127,7.8168102453918,4.52309494464722,5.19001672795241,3.86829419141659,7.96214183121486,3.85704755488574
"MYO1A",1.93549988149836,1.82538408669759,2.21771152168234,1.80383604518757,1.92291501143109,1.89570737111933,1.91128487242708,1.5757971627039,2.42377015080377,1.95050591585391,1.78616304327077,1.46746278174097
"FBXL14",2.54825586376713,2.45751319045838,2.05197465935204,2.10570482227156,2.42561919417681,2.54801542458895,2.17874258633759,2.04768671155005,2.38443603936629,2.32618014565934,2.37587995493999,2.19241936445405
"PTGER2",6.00407666672332,6.49686920115701,5.53891805283297,6.13149686831354,6.09969352887793,5.71814638920085,5.70377881189915,5.4961788373847,5.66499085136652,5.85146431311422,7.77376609920042,6.39652517169068
"ENKUR",4.06770299910684,3.47394128256879,4.15511130819426,3.2087153420942,4.2830829045086,4.05419805665899,3.17830265552991,4.14877470767554,3.77623858742801,3.00790013924821,3.4521560072995,3.87336960323196
"FAIM",2.44566573002457,2.89699075509735,2.03518859715163,2.35850477574295,2.15646025650637,2.34883439085547,1.75659281528046,2.22265019482955,2.27981689154564,1.96163216540687,1.32654797199207,2.85501823352396
"FASLG",3.38653058362344,4.49231079406554,4.32530819913269,4.14603847264594,3.49951855499928,3.63400575034712,3.49819308092131,3.20730161526028,3.38393365418989,3.38935503446981,3.01960636912959,5.24328560024483
"XKR3",1.87400673425511,2.27361532895251,2.60731753861666,1.36481849153462,1.57327958308998,2.23821305561831,2.13239678307877,1.5956813343825,2.33205820051446,3.06885562905239,1.5895323864625,3.74460899013936
"SPMIP9",4.10054263099946,3.83121182388885,4.21534345889076,3.87854882305085,4.08378698335081,4.10830967310634,4.75865306471814,3.68280921031821,4.46873356017474,4.86886825042452,4.5053365825364,3.73411014682045
"RBM12B",4.57278973206776,5.07504912555561,4.6114999189166,4.92412184906935,4.71759652703083,4.73416324458006,3.86915571186653,4.51592591641626,4.30789196588127,3.95448699524285,4.05528559397241,4.8395636742268
"FZD3",1.45130198072825,1.68754597004979,1.56296251692706,1.5584656782667,1.40013075146896,1.34830287598133,1.78280424261614,1.45393294629835,1.71518250079931,2.09011649228995,1.39792104051043,1.46950485362077
"ADAT2",2.17421187894108,2.08359003053759,2.21692847932858,2.1395118724805,2.08169919345691,2.20253364632951,2.19313116891869,1.99071875729619,2.00458761097845,2.07802878670652,2.15022070860816,1.97118815974052
"P2RX6",2.45598561631455,2.38881278938968,2.69301434794031,2.32550593462517,2.39060295278008,2.60272793105554,2.98224363019607,2.43834914393694,2.82717460079727,3.18940635949471,2.58821836952719,2.33975803167945
"FAM43B",1.96595280196231,2.41835216533441,2.2721884688057,2.16760736577523,2.20817603008312,2.03588128380809,2.35275067417182,2.06629002201204,2.37080443076494,3.08296308076625,2.4155738372158,1.68088131184447
"NANOG",2.36372876734538,2.43295856459918,2.78539368715394,2.1115306978739,2.45603725372425,2.33120298549389,2.64014334119327,2.3018608704857,2.29979308875598,2.47137008488264,2.73875960281847,2.23882134311903
"NCCRP1",3.26078649218878,2.95502238213236,3.40027158978815,3.10719950274292,3.23078256803321,3.29116424664032,3.49520555604843,2.92763317532859,3.28341199100957,3.04897008685491,3.21099568522908,2.72800717410651
"ZNF880",3.12020296541461,2.51178470917207,2.40604021162207,3.18189218816516,2.84044064177948,3.06291884341534,3.3702441369485,2.4246862800927,2.91746479407461,2.59072410872514,3.3581310320003,3.32582859910088
"ME3",3.72789248136538,3.34584342917179,3.8998716128573,3.27069681428422,3.68561011244813,3.80367215294027,3.51502755861728,3.44869398214118,3.91021442793043,3.99664455120795,3.62971417357128,3.56456169259264
"WRN",2.88903699096193,2.93483419613876,2.7797736363647,3.26724707767556,3.09883729514788,2.95009993119771,2.61545960530704,2.73563727211746,2.33725242381578,2.98378991829489,3.13214921297427,2.83426290270221
"GRID1",3.20671037291579,3.09992068208144,3.55014652795646,2.9114300498144,3.21517319101339,3.36122970405719,3.62286951425489,3.14659411890482,3.39864133156466,4.12556629453653,3.32706339392237,3.09599434021915
"ZNF467",4.76771890684615,4.40719060180519,5.09583776926604,4.69699636433763,4.74175320410432,4.89690995885807,4.66393290651364,4.6622232562759,5.11718668627238,4.65078536577698,4.64993748435989,4.46233051979068
"TRIM5",3.66671141802723,4.76579509974757,4.53947928593469,4.5769785951658,4.11057037055832,3.92815275029741,3.74570672372192,5.13591621764112,4.57307400504508,3.73861861243392,3.14856045315671,4.72401329483135
"INSC",2.25059625366747,1.89243378595087,2.18043532159183,1.90784893331952,2.08591783107515,2.03551250763633,1.9234643050748,2.07498254229263,2.49972074085332,1.98929399205774,2.15196297361524,1.88892000650321
"SMC1B",1.73485147054522,1.73986598312168,1.71220608659668,1.56260894041158,1.68260282206812,1.67862106099482,1.83747659885665,1.64973233114192,1.79255940884424,2.03681213924638,1.97911053458148,1.58819728627323
"SIGLEC15",3.57969833223427,3.27314916281695,3.59440537170522,3.3500866378379,3.65736627929419,3.68874151799567,3.82025400427034,3.36819331032908,3.97343743349724,4.4002131383893,3.67413598019171,3.27298858167699
"CIB4",3.58722765127098,2.968995401647,3.43425572916172,2.69863762616871,3.27046702904388,3.17512184153063,2.964230040453,3.43628785649686,3.51261515618066,3.23662531634101,3.5827811492525,3.1745216172986
"CHRNB2",2.80733293730357,2.8894599097073,3.03247114112495,2.7370144966938,2.94153975640136,2.9279593918882,3.19456623159813,2.63710835226655,3.19780158373757,3.75686020493222,3.12223835032027,2.64149353747008
"CEP135",5.49889275742239,5.63259348246633,5.47517931760081,6.12988079870412,5.58054712221161,5.4765583801963,5.04716492286384,5.939101374019,5.58837707187991,4.94055704350601,4.74423569635297,5.67772094401777
"TRIM45",2.020439414217,1.87411687118791,2.37075675364157,1.95929274255454,2.14048030312909,2.03329626436281,2.26616112415135,2.14177297357063,2.29582367977514,2.36817578045562,2.06663968785137,2.05709925412848
"CBLN4",1.65383027931752,1.48146215473968,1.73941988427411,1.38791742866867,1.57482236920302,1.5665424937122,1.95004270100085,1.51629984757369,2.00257607502527,1.45494912186968,1.52773474135487,1.46663368502719
"NBPF3",2.23801447578333,2.01763740380979,2.14206495409573,1.96053293781426,2.0702577029945,2.06859182102495,2.18771815541653,2.07254241092387,2.15184369212269,2.4765552883631,1.99115912608374,1.89628718777037
"ZNF385D",1.8283837157403,1.62183083894351,1.70999116698544,1.45248274376679,1.59612921720602,1.6947776536056,1.67489152816884,1.64752949988502,1.77623332186915,1.937477374869,2.01883650480583,1.29509427738622
"LVRN",1.50644528710732,1.49929107840661,1.64623818753808,1.43421147910281,1.55139604641823,1.51710520737996,1.74361589678404,1.64174947196589,1.91410582751933,2.14784886364545,1.61777761334547,1.57294115287054
"CELF3",3.78029248182593,3.55615600741442,3.8415394680672,3.20760220924539,3.61148794658957,3.89587950347711,3.74465203361302,3.51573957522813,4.15515412519083,4.06291055914767,3.39985903326144,3.40298452368576
"TCEAL5",1.6224273834786,1.51775019665738,1.46202469542,1.42193447441734,1.68604346017968,1.92775984667727,1.79255476062944,1.71299636021525,1.7429052509038,2.03052876447891,1.51039525596122,1.5019495160534
"FEV",3.83863099043817,3.58754136289581,3.83467020928748,3.22942681734001,3.42460565404247,3.58365176288361,3.49838310026853,3.50219135729704,4.07959691532651,3.79593984751166,3.31608719372881,3.32070559887834
"TTLL10",2.73029317199145,2.46069588173494,2.90976940583535,2.16682687546701,2.35926368798599,2.81851539571291,2.59015047549033,2.47572001243832,3.46182024232489,2.71620440516077,2.59698149146026,2.19375715140948
"SPATC1",3.63491995059643,3.37766913468515,3.73142866718412,3.14189921599979,3.32258022984018,3.53791613521556,3.09571291295624,3.11913064937062,3.93849143723992,3.74762004429006,3.63426756451977,3.49625915583905
"CD164L2",4.04854050276577,3.78886130445099,3.86964016790244,3.63827523105731,3.96754699526404,3.98257086311047,4.54714081937266,3.52120986743675,4.09817063922192,4.3636222610575,3.90007025526427,3.7214877874772
"MIR1-1HG",4.42500698654142,4.06270886674221,4.39179463871283,4.22153422301137,4.63282956178702,4.45503539689365,4.84831704033686,4.29184151069822,4.47315909250187,5.6576774252827,4.75269454657577,3.9751086186235
"WFDC5",2.31461272907613,1.79235531787163,2.05174771636909,1.98912291345045,1.92775984667727,2.21420608810277,2.2430728133291,1.74926663715875,2.50756847756619,1.85737170921796,1.79509601720094,1.97480585714943
"RIMS1",1.68960906179981,1.76723321539043,1.85048242938881,1.49011988650283,1.87767422662266,1.71024587384623,1.96131875753379,1.74113571964674,2.02888413926741,2.28920273768429,1.68788660954968,1.88132468280173
"NEMP2",2.67638782237968,2.6039554961013,2.57651962167852,2.74973255650931,2.63222977531948,2.70449562254839,2.8365190839766,2.58668539140378,2.39467392971356,2.49951770618643,2.40192457388566,2.52647623605315
"ZNF765",3.26252306377147,3.65712509952281,3.27865025024728,3.38172518305473,3.49142612106817,3.46441894118354,3.34238551060186,3.67524029746041,3.31611911143697,3.00850278567892,3.34920516119739,3.73787994483882
"HOXA7",1.99734732400429,1.8502137829255,2.03302211152327,1.75567176464724,1.75004188212658,1.81074591792312,2.18765773849891,1.85703370371897,2.00476705986794,2.63702872049323,1.79367141970844,1.67001958774009
"HHIPL2",2.90386410339786,2.71647072996454,3.14768227680783,2.32758352833379,2.85148685603603,2.82394122955425,2.84121815621328,2.74595047510677,3.24901550728663,2.67967654805254,2.62737216890141,2.64388984651782
"ANXA13",1.87883614595036,1.71689267749544,2.04152683737612,1.63077459282599,1.82699705423472,1.98355498463427,1.89956171240097,1.67335782839246,2.03544774495257,2.45720171438981,1.54059110482594,1.80557237718484
"NOVA2",4.07068620700759,3.9625630513745,5.00553900785226,3.65511679329777,4.21969827679197,4.54252626663922,4.32659631340913,4.43482414589697,4.50962650650864,4.11327022233361,3.86735985726919,4.00704731940428
"JKAMP",4.95888651727558,5.22300835140001,5.10701080716976,5.53549433128544,5.27401500827732,5.34440584752857,4.47562130672873,5.81877286767562,4.96748997954343,4.67607829156425,5.74260394313438,5.75067292579761
"PGLYRP1",4.16852822059894,4.20077741101558,5.17246980443529,4.96748649998428,3.84834719020854,5.27957744498468,5.0335746514302,5.55028458492977,4.74854181147757,4.9438728494694,4.07244661591907,3.99031071462403
"OR2C1",1.79422125509828,1.74144781052813,1.8013906772937,1.47716759064551,1.82290066567065,1.66229718949586,1.83405207109829,1.56328767863323,1.58308702258586,1.85290934276442,1.8270893382352,1.85298436348706
"SYT6",1.98260012528709,1.52874071276154,1.75408046253911,1.57301220056846,1.51700536450501,1.70702235651715,2.16371337601034,1.80554935124688,1.80927416639634,1.95328858558366,1.78896056949413,1.59808249324991
"GUCY2C",1.80126524953302,1.58789716142941,1.92660919934067,1.58325329082693,1.75348632137255,1.75440601563692,1.55820320017764,1.73554459467258,1.70876170033977,2.33955003791041,1.76633408001501,1.65645617626036
"EPCIP",2.50984187811946,2.45865125982001,2.7019783852517,2.13992528450879,2.50984187811946,2.57022451086987,2.49211887914228,2.70067619837282,2.90255822746666,2.58229258317836,2.32371871563882,2.44963684855519
"HEXD",3.89647408945395,3.94258007550858,4.2052614561553,4.2409451870551,3.88844973842038,4.05953974243754,3.82759692819479,4.56716592241254,4.31629741505231,3.92883931057657,3.65140457709171,4.15820765136663
"ANKRD65",3.3962916751745,3.05189804345179,3.5861021655767,2.94718106927298,3.01227015499435,3.55607348744323,3.24232727872061,3.21124149557443,3.89475932136912,3.09825364233773,3.1375489465424,2.99882889807932
"MCM9",3.88952187171928,4.15488230545069,3.7670796544832,4.32185011527995,3.98722799907142,3.89301341545663,3.45281215356771,4.09675597203865,3.66133651979192,3.75294204222976,3.8339078320697,3.84731766936725
"RAX2",3.41881580898199,2.9813973121672,3.40031803275278,2.63768942789603,3.05323395412728,3.45894317526286,3.47041357116719,3.40031803275278,3.81978404222641,3.91506344873443,3.16064883142767,2.94706418058112
"MFSD6L",3.36347232933128,2.91843104490702,3.36856275692288,2.90121053789337,3.1392662561435,2.82153371311218,3.19634383594653,2.78663270391855,3.4970289256378,3.64794336022386,3.19497789215103,2.79126981729291
"CYP26A1",1.68190800388144,1.65704115630671,1.67466062458651,1.53771875309838,1.79509601720094,1.71862393795424,1.73807952954709,1.79567948880214,1.85886399453494,1.86489254740485,2.06289347385246,1.50171821240912
"TP53TG3D",2.67062563385908,2.47163401999024,2.5243391457858,2.17896212915997,2.43146274439194,2.55729805689843,2.49985021525751,2.46577704764856,2.71323565876925,3.30422948874668,2.50548372968713,2.28317382414664
"HSFY1",1.4758114361011,1.49005339706152,1.64108303689172,1.53799305476736,1.43730900634324,1.65129748617951,1.87746914426329,1.77466346003796,1.67382673304785,2.33258594781473,1.75354974773551,1.78617468423123
"STIL",2.13685394129996,1.90801878053227,1.97181397117682,2.70530381446084,1.96287153402947,1.76092818244375,2.20702307558979,1.91621966414755,2.05998161835336,2.75405500237926,2.18892982022899,2.37591235964366
"OTP",2.14142716931913,1.8611679066301,2.29505924009214,1.66305005662184,2.03345889070504,2.12845541777885,2.52132150220264,1.6752961474047,2.28752656815549,2.51019150850325,2.14608878458139,2.17767370291599
"KRTAP26-1",3.67641483095974,2.99387730356785,3.59234097153955,2.93714869100633,3.22132059458041,3.58396722381433,3.11663928471544,3.08285165121806,3.46642134753376,3.75677381002772,3.52428899796096,2.65838066082583
"VSTM1",4.13611975322978,3.96389721873557,3.9021013956155,5.15941548342936,4.78102093113583,3.66462796510579,4.06666729654329,5.10101201659943,3.63173542641304,3.75092759423786,4.68800533455522,3.53284610767698
"CORT",2.98303743522694,2.79456009720381,3.21862218461501,2.72717559442306,2.98717539439482,3.17659064250582,3.19364050641859,2.98559113429526,3.05512906419999,3.08035018915636,3.0820754019688,2.8545221587796
"CCDC107",4.30841284283158,4.59470959273081,3.92417085265355,4.95737713227895,4.46184924795089,4.48448086556027,4.38078402845178,4.16638395478334,3.75170648262017,4.48965925855826,5.00393589981721,4.76254877215331
"KCNK16",3.60391959767057,3.37926316135448,3.63176454690632,3.27713278373958,3.39977787552072,3.56574231665694,3.43338482537439,3.32103381696043,3.76371220898139,3.73973410092863,3.7943322968775,3.22507105964532
"C1orf53",1.82654481977744,2.07454465721319,2.05090093435221,1.86442020004166,2.09293774962906,1.7349988013426,2.30481527792884,1.82265297427173,2.08215825866808,2.34408478301854,2.20911496768707,1.87233006213431
"PKHD1",1.72264226839312,1.48760599391871,1.65156948036087,1.45760803181945,1.57898449144872,1.48909711528432,1.78163686106153,1.59556734826295,1.8010279641324,1.70378715534161,1.85086209033399,1.46192122707211
"DNAH12",1.95603984595328,1.62553620762546,1.99211820543931,1.7849535795603,1.79283473128206,2.26475062975185,2.22006351359502,2.0712877534743,2.11032129873411,2.21439496335899,1.81070255907449,1.74339103747514
"ZNF471",1.76712567835015,1.95998115928433,1.87600389345317,1.7055846810109,1.889625998361,1.92613664967556,2.44040134819794,1.82284412846156,2.19201035314611,2.49507742739938,1.88143227572081,1.97979856743744
"ABCA12",1.95683616504555,1.86450065264625,2.0711649482414,1.77166745427316,1.96209801368167,1.84350449012561,2.12885138084803,1.97663957055248,2.18649322263486,2.14982036858822,1.77770855390044,1.6662248718515
"PIWIL2",2.39339278526668,2.10799583946494,2.33048895529486,2.0132979842747,2.1218111937109,2.08719142965051,2.19045594861897,2.22815704117587,2.61107852597407,2.17317862980943,2.16965218978456,2.06913025357245
